id,x position,y position,Aperture radius,Total aperture flux,Local mean background per pixel,Total background in aperture,Corrected Aperture flux,Error on corrected flux
1.0,634.0,3115.0,6.0,2177924.0,4831.556132096156,546436.0,1631488.0,1632.0677069288517
2.0,675.0,2672.0,6.0,1892299.0,4604.123718417838,520714.0,1371585.0,1534.6517520271495
3.0,446.0,2310.0,6.0,2310300.0,4937.921370001259,558465.0,1751835.0,1675.325043088654
4.0,1772.0,4032.0,6.0,2289669.0,5031.842680793363,569088.0,1720581.0,1671.9823563662387
5.0,188.0,687.0,6.0,1452930.0,4204.614969705351,475530.0,977400.0,1369.5342273926562
6.0,704.0,2347.0,6.0,1671440.0,4360.308292784997,493139.0,1178301.0,1452.5102409277533
7.0,966.0,2956.0,6.0,1431967.0,4213.199389448369,476501.0,955466.0,1362.1762000563656
8.0,1312.0,210.0,6.0,1956402.0,5697.886223265059,644415.0,1311987.0,1590.3509046748143
9.0,1365.0,280.0,6.0,1698286.0,4210.3644420245455,476181.0,1222105.0,1456.556898991591
10.0,1417.0,1634.0,12.0,4449109.0,19589.596117649882,8862124.0,-4413015.0,2533.4699524565117
11.0,894.0,1237.0,6.0,1468099.0,4169.113470211914,471515.0,996584.0,1373.7627160466977
12.0,2278.0,765.0,6.0,1505339.0,4174.77341787562,472155.0,1033184.0,1387.4555848747016
13.0,208.0,3766.0,6.0,1416000.0,4340.244822771475,490870.0,925130.0,1361.0029390122565
14.0,577.0,295.0,6.0,1020151.0,3840.010889449705,434295.0,585856.0,1185.829245717949
15.0,1598.0,4145.0,6.0,1185867.0,4056.8694465963554,458821.0,727046.0,1262.4214827069445
16.0,1932.0,3049.0,6.0,987712.0,3832.0233007432803,433391.0,554321.0,1171.729064246509
17.0,1798.0,4322.0,6.0,1103505.0,3994.3812370649002,451753.0,651752.0,1226.810498813896
18.0,2385.0,3519.0,6.0,966302.0,3889.776650717752,439923.0,526379.0,1165.0515010075735
19.0,360.0,2179.0,6.0,1027643.0,4066.0506973759693,459859.0,567784.0,1198.5019816420831
20.0,2260.0,1313.0,6.0,1216463.0,5376.363396667601,608052.0,608411.0,1325.5014145597884
21.0,1493.0,1648.0,6.0,886434.0,3799.356748673669,429697.0,456737.0,1126.2268865552803
22.0,365.0,1013.0,6.0,830415.0,3747.840283031611,423870.0,406545.0,1098.7215297790428
23.0,583.0,388.0,6.0,812931.0,3701.5958248794723,418640.0,394291.0,1088.6027742018666
24.0,855.0,1404.0,6.0,849391.0,3751.2521671241434,424256.0,425135.0,1107.478216490058
25.0,684.0,2869.0,6.0,842862.0,3771.007274435425,426490.0,416372.0,1105.425257536664
26.0,1011.0,4110.0,6.0,857077.0,3829.387296998321,433093.0,423984.0,1114.472520971244
27.0,668.0,2254.0,6.0,728576.0,3668.7502234988824,414925.0,313651.0,1047.56813620881
28.0,1414.0,2829.0,6.0,968420.0,4845.283245937832,547988.0,420432.0,1206.4497503004425
29.0,1677.0,113.0,6.0,746145.0,3678.0011045660985,415972.0,330173.0,1056.3607338404813
30.0,1001.0,2922.0,6.0,721222.0,3654.565539195817,413321.0,307901.0,1043.369062221034
31.0,1931.0,2957.0,6.0,705320.0,3632.86078383166,410866.0,294454.0,1034.6666129725072
32.0,1284.0,2276.0,6.0,684934.0,3620.0289165448758,409415.0,275519.0,1024.1381742714213
33.0,374.0,1028.0,6.0,673247.0,3657.788426793428,413686.0,259561.0,1020.2783933809438
34.0,234.0,2972.0,6.0,714603.0,3684.705506543845,416730.0,297873.0,1041.6477331612641
35.0,391.0,2097.0,6.0,623402.0,3583.2840190585343,405259.0,218143.0,991.7827383051189
36.0,518.0,1070.0,6.0,615413.0,3580.05118427698,404894.0,210519.0,987.5824016253024
37.0,405.0,894.0,6.0,606277.0,3610.5094615111916,408339.0,197938.0,984.5024123891216
38.0,1868.0,3781.0,6.0,784578.0,4211.886361167862,476353.0,308225.0,1099.0918978866143
39.0,1029.0,2019.0,6.0,607547.0,3584.656730442702,405415.0,202132.0,983.8272206032927
40.0,555.0,1277.0,6.0,583485.0,3562.802767319396,402943.0,180542.0,970.3901277321405
41.0,574.0,3435.0,6.0,754454.0,4172.008100739398,471842.0,282612.0,1083.4528139240767
42.0,1815.0,1370.0,6.0,551229.0,3550.5677310692067,401559.0,149670.0,952.9800627505278
43.0,348.0,399.0,6.0,548000.0,3531.0215146207333,399349.0,148651.0,950.2510194680141
44.0,2055.0,3055.0,6.0,555063.0,3534.572659288471,399750.0,155313.0,954.1472632670493
45.0,1005.0,2288.0,6.0,561180.0,3551.0650902663688,401616.0,159564.0,958.2129199713391
46.0,2078.0,1748.0,6.0,538669.0,3526.8536445485142,398877.0,139792.0,945.106872263661
47.0,2298.0,2333.0,6.0,639082.0,3930.4705802295607,444525.0,194557.0,1016.9641094945288
48.0,2154.0,990.0,6.0,525311.0,3506.253026602057,396547.0,128764.0,936.908746890539
49.0,208.0,3670.0,6.0,580154.0,3596.712717381913,406778.0,173376.0,970.430316921313
50.0,600.0,191.0,6.0,525139.0,3514.230668124538,397450.0,127689.0,937.2448986257541
51.0,2321.0,950.0,6.0,517294.0,3504.253642629465,396321.0,120973.0,932.5127344974974
52.0,909.0,3188.0,6.0,528626.0,3526.2070775922034,398804.0,129822.0,939.7441141076649
53.0,1530.0,1240.0,6.0,589140.0,3845.6708371134105,434935.0,154205.0,987.8000809880509
54.0,603.0,760.0,6.0,510684.0,3508.9984493703923,396858.0,113826.0,929.2184888388737
55.0,501.0,674.0,6.0,503067.0,3505.8650864282704,396504.0,106563.0,924.9405386293759
56.0,2280.0,634.0,6.0,486936.0,3479.226527828265,393491.0,93445.0,914.7163494767108
57.0,520.0,3314.0,6.0,505310.0,3512.450122198698,397248.0,108062.0,926.5095790114639
58.0,1312.0,4000.0,6.0,510544.0,3530.0864793300684,399243.0,111301.0,930.2832901863819
59.0,1106.0,2807.0,6.0,494271.0,3500.7522338814433,395925.0,98346.0,919.8940156344099
60.0,1855.0,204.0,6.0,481740.0,3480.9374434665024,393684.0,88056.0,911.9660081384612
61.0,128.0,3144.0,6.0,501160.0,3513.5144708806247,397369.0,103791.0,924.3251592378085
62.0,1913.0,1315.0,6.0,478923.0,3491.183042928043,394843.0,84080.0,910.9857298553035
63.0,1663.0,1088.0,6.0,469854.0,3490.4668456841296,394762.0,75092.0,905.9547450066145
64.0,232.0,1440.0,6.0,481261.0,3488.517197631254,394542.0,86719.0,912.1211542333617
65.0,2218.0,1359.0,6.0,580328.0,4068.656859569099,460154.0,120174.0,994.6627569181426
66.0,1919.0,2202.0,6.0,466156.0,3480.8976547307293,393680.0,72476.0,903.3792116270996
67.0,794.0,2234.0,6.0,517071.0,3628.41439260903,410364.0,106707.0,939.062830698777
68.0,1608.0,1170.0,6.0,470021.0,3521.1439609650924,398232.0,71789.0,907.7472115076972
69.0,2456.0,1395.0,6.0,658863.0,3702.0931840766343,418696.0,240167.0,1015.4004136300123
70.0,1344.0,1950.0,6.0,469720.0,3531.4591907142362,399398.0,70322.0,908.1525202299447
71.0,844.0,1187.0,6.0,501452.0,3603.248017232624,407517.0,93935.0,929.3492346798377
72.0,1998.0,2904.0,6.0,458871.0,3465.101526628859,391893.0,66978.0,898.4547846163434
73.0,1132.0,1913.0,6.0,518566.0,3715.8998753898563,420258.0,98308.0,944.5258069528858
74.0,896.0,1514.0,6.0,464343.0,3487.3235355580646,394407.0,69936.0,902.7330723973727
75.0,1662.0,1744.0,6.0,561504.0,3891.606932563309,440130.0,121374.0,976.0794025078083
76.0,640.0,1257.0,6.0,588581.0,4272.156348679974,483169.0,105412.0,1008.9920713266284
77.0,258.0,3771.0,6.0,505609.0,3620.416856718662,409459.0,96150.0,932.5089811899937
78.0,1740.0,1312.0,6.0,521995.0,3688.346175867072,417142.0,104853.0,944.8745948537298
79.0,2340.0,4188.0,6.0,553618.0,3841.980431870467,434517.0,119101.0,969.4617063092281
80.0,2304.0,450.0,6.0,449171.0,3448.8776696174286,390058.0,59113.0,892.1266726199817
81.0,1292.0,4110.0,6.0,576111.0,4180.284157780177,472779.0,103332.0,998.1778398662234
82.0,1880.0,2846.0,6.0,454478.0,3460.2274064966696,391342.0,63136.0,895.7332192120598
83.0,2077.0,2943.0,6.0,455089.0,3463.748709612578,391740.0,63349.0,896.2717221914345
84.0,1310.0,1914.0,6.0,455390.0,3477.605136845516,393307.0,62083.0,897.2162504101227
85.0,2338.0,1540.0,6.0,481342.0,3544.649156622977,400890.0,80452.0,915.2535167919324
86.0,2009.0,2023.0,6.0,446398.0,3457.511825280164,391035.0,55363.0,891.0583594804551
87.0,2099.0,3862.0,6.0,503317.0,3644.359728470049,412167.0,91150.0,932.5706407559697
88.0,2139.0,3654.0,6.0,451772.0,3456.1789026317697,390884.0,60888.0,893.9938478535521
89.0,2114.0,2053.0,6.0,449895.0,3486.8560179127326,394354.0,55541.0,894.6686537484143
90.0,2106.0,247.0,6.0,476323.0,3527.6792608158034,398971.0,77352.0,911.5722681170155
91.0,852.0,3446.0,6.0,500499.0,3644.508936229198,412184.0,88315.0,931.0665926774518
92.0,1237.0,3546.0,6.0,450054.0,3492.2772331618,394967.0,55087.0,895.062009025073
93.0,1632.0,2387.0,6.0,440777.0,3456.3480047588046,390903.0,49874.0,887.832754520805
94.0,1571.0,1336.0,6.0,448009.0,3606.510693566008,407886.0,40123.0,900.319387773028
95.0,249.0,3208.0,6.0,447530.0,3475.7151718962996,393094.0,54436.0,892.7188807233775
96.0,1401.0,3466.0,6.0,471886.0,3527.858310126782,398991.0,72895.0,909.1452029241534
97.0,187.0,1900.0,6.0,440091.0,3460.893867820867,391417.0,48674.0,887.703779421942
98.0,1118.0,4327.0,6.0,485304.0,3578.4098989263452,404708.0,80596.0,919.2632919898412
99.0,2052.0,3670.0,6.0,445049.0,3451.543514914218,390360.0,54689.0,889.9640442175178
100.0,1067.0,1219.0,6.0,457667.0,3517.6624465849573,397838.0,59829.0,900.7224877841121
101.0,513.0,705.0,6.0,463811.0,3576.2215184588317,404461.0,59350.0,907.3764378690908
102.0,1243.0,1157.0,6.0,438074.0,3484.9859473314027,394142.0,43932.0,887.9318667555524
103.0,1714.0,4291.0,6.0,444865.0,3458.5463324102616,391152.0,53713.0,890.2561429161834
104.0,1248.0,4036.0,6.0,481267.0,3606.8986337397946,407930.0,73337.0,918.6250595319071
105.0,1260.0,1610.0,6.0,436984.0,3490.3773210286404,394752.0,42232.0,887.6232308812113
106.0,2139.0,1549.0,6.0,426787.0,3448.39025760421,390003.0,36784.0,879.4640413342663
107.0,627.0,4316.0,6.0,461887.0,3526.9033804682304,398883.0,63004.0,903.5762281069594
108.0,1266.0,1627.0,6.0,430624.0,3481.434802663665,393741.0,36883.0,883.5247591324196
109.0,1668.0,1183.0,6.0,430117.0,3473.9843618901755,392898.0,37219.0,882.8136836275252
110.0,1024.0,4369.0,6.0,487352.0,3674.2808577713254,415551.0,71801.0,925.5976447679628
111.0,2200.0,1074.0,16.0,2879193.0,7762.553564076501,6243016.0,-3363823.0,1913.0002613695588
112.0,869.0,1728.0,6.0,497895.0,3987.0899512345027,450929.0,46966.0,948.0089662023245
113.0,988.0,4427.0,6.0,497694.0,3738.3009336300406,422791.0,74903.0,934.6170338700232
114.0,911.0,3005.0,6.0,431594.0,3458.735328905183,391173.0,40421.0,882.7819662861266
115.0,1856.0,1578.0,6.0,425531.0,3454.7862968797153,390727.0,34804.0,879.1154645437651
116.0,1141.0,1131.0,6.0,443141.0,3518.110069862403,397888.0,45253.0,892.647746874432
117.0,1969.0,2449.0,6.0,452689.0,3553.2833122857123,401866.0,50823.0,899.9466650863261
118.0,2406.0,4052.0,6.0,474681.0,3582.0903569853454,405124.0,69557.0,913.6695244999693
119.0,1323.0,2882.0,6.0,492124.0,3771.1564821945735,426507.0,65617.0,933.403449747214
120.0,322.0,1819.0,6.0,431743.0,3453.751789749618,390610.0,41133.0,882.5825740405256
121.0,1012.0,2496.0,6.0,427233.0,3449.0169301926344,390074.0,37159.0,879.753374531749
122.0,1598.0,4477.0,6.0,463121.0,3612.886838473627,408607.0,54514.0,909.0258522176364
123.0,546.0,657.0,6.0,467593.0,3605.9337568972996,407821.0,59772.0,911.0987871795243
124.0,413.0,908.0,6.0,497869.0,3562.9121863427717,402955.0,94914.0,925.2307820214371
125.0,1660.0,2600.0,6.0,466902.0,3552.5969565936284,401789.0,65113.0,907.7708962067467
126.0,1976.0,2628.0,6.0,430172.0,3459.4017902293804,391249.0,38923.0,882.0141722217393
127.0,969.0,2190.0,6.0,424651.0,3450.180750713994,390206.0,34445.0,878.3512964640059
128.0,1906.0,2654.0,6.0,473864.0,3607.236837993865,407968.0,65896.0,914.605379385011
129.0,1722.0,1273.0,6.0,464380.0,3645.74238703816,412323.0,52057.0,911.5316780013737
130.0,1879.0,2240.0,6.0,460021.0,3582.8264485971454,405208.0,54813.0,905.6522511427883
131.0,2373.0,2284.0,6.0,470831.0,3752.6348256922543,424413.0,46418.0,920.9163914275823
132.0,1170.0,1724.0,6.0,436623.0,3516.9064606052707,397752.0,38871.0,888.9212563551397
133.0,1963.0,3048.0,6.0,462102.0,3614.935958365935,408839.0,53263.0,908.5785601696751
134.0,1105.0,3700.0,6.0,467849.0,3622.038247701411,409642.0,58207.0,912.1271841141454
135.0,185.0,1520.0,6.0,420125.0,3443.695186782999,389472.0,30653.0,875.3987662774034
136.0,687.0,4316.0,6.0,444765.0,3507.05874850146,396639.0,48126.0,892.9350480298106
137.0,490.0,516.0,6.0,419204.0,3445.2867362139177,389652.0,29552.0,874.9639992593981
138.0,1791.0,1255.0,6.0,419729.0,3460.038410001748,391321.0,28408.0,876.1107235960533
139.0,2335.0,3227.0,6.0,462629.0,3596.27504128841,406729.0,55900.0,907.8358882529375
140.0,1866.0,1912.0,6.0,418920.0,3444.1527572443883,389524.0,29396.0,874.7365317625645
141.0,2090.0,3050.0,6.0,462053.0,3596.414301863616,406744.0,55309.0,907.526308158612
142.0,1366.0,540.0,6.0,418378.0,3441.36754574028,389209.0,29169.0,874.2665497432691
143.0,1215.0,3569.0,6.0,423336.0,3457.3725647049587,391019.0,32317.0,878.0142367866252
144.0,563.0,1433.0,6.0,423986.0,3459.8295191389398,391297.0,32689.0,878.5249000455252
145.0,1073.0,2674.0,6.0,461784.0,3667.4471424023172,414778.0,47006.0,911.3045594092022
146.0,1397.0,2930.0,6.0,418761.0,3441.2979154526774,389201.0,29560.0,874.4815606975369
147.0,1215.0,1365.0,6.0,421847.0,3499.140790082638,395743.0,26104.0,879.5561380605561
148.0,1012.0,3853.0,6.0,444824.0,3522.5564610850333,398391.0,46433.0,893.8400304305015
149.0,1490.0,187.0,6.0,415894.0,3438.234182798158,388855.0,27039.0,872.6643111758381
150.0,900.0,1745.0,6.0,443515.0,3553.1241573426205,401848.0,41667.0,894.8262401159233
151.0,2390.0,4148.0,6.0,418594.0,3436.513319975977,388660.0,29934.0,874.1109769359953
152.0,2406.0,192.0,10.0,1071834.0,5108.097792902267,1604756.0,-532922.0,1259.1092089251035
153.0,1516.0,2125.0,6.0,417343.0,3443.7250283348285,389476.0,27867.0,873.8100480081469
154.0,2230.0,4359.0,6.0,425164.0,3442.710415572618,389361.0,35803.0,878.2158049135759
155.0,1580.0,3111.0,6.0,430233.0,3480.8976547307293,393680.0,36553.0,883.2728910138701
156.0,2442.0,370.0,6.0,415396.0,3427.9885833366175,387696.0,27700.0,871.7883917557058
157.0,1200.0,1425.0,6.0,435767.0,3544.4701073119986,400870.0,34897.0,889.9977528061518
158.0,1799.0,4149.0,6.0,444251.0,3502.124945265611,396081.0,48170.0,892.3693181637298
159.0,245.0,1478.0,6.0,415767.0,3439.8854153327366,389041.0,26726.0,872.6866562518302
160.0,2125.0,326.0,6.0,422116.0,3444.2422818998775,389534.0,32582.0,876.5665975840056
161.0,717.0,3506.0,6.0,447144.0,3556.4465167796634,402224.0,44920.0,897.0379033240457
162.0,975.0,1703.0,6.0,415955.0,3452.190081870529,390433.0,25522.0,873.5027189425342
163.0,828.0,1940.0,6.0,428810.0,3505.5069878063136,396463.0,32347.0,883.8676371493641
164.0,1285.0,1229.0,6.0,439307.0,3549.314385892358,401418.0,37889.0,892.2572499004981
165.0,908.0,1215.0,6.0,432576.0,3550.8064634838447,401586.0,30990.0,888.5617592491813
166.0,113.0,2007.0,6.0,451460.0,3499.0413182432058,395732.0,55728.0,896.2265338629514
167.0,1020.0,4497.0,20.0,4854665.0,9836.989039520207,12361525.0,-7506860.0,2417.351236374226
168.0,688.0,1261.0,6.0,446351.0,3543.9826952987796,400815.0,45536.0,895.8967574447404
169.0,404.0,3360.0,6.0,414597.0,3438.9802215939017,388939.0,25658.0,871.9638753985167
170.0,1882.0,1350.0,6.0,437355.0,3511.5847171956357,397150.0,40205.0,889.0320579146738
171.0,1733.0,3756.0,6.0,455018.0,3667.9047128637067,414830.0,40188.0,907.6100484238813
172.0,1177.0,3600.0,6.0,428049.0,3473.6262632682187,392857.0,35192.0,881.621233864067
173.0,1110.0,2025.0,6.0,445822.0,3574.59018029214,404276.0,41546.0,897.3176695017211
174.0,908.0,1386.0,6.0,426286.0,3493.003377589657,395049.0,31237.0,881.7261479620529
175.0,1034.0,3683.0,6.0,439072.0,3506.2231850502276,396544.0,42528.0,889.694329531216
176.0,1872.0,3320.0,6.0,421734.0,3451.4440430747854,390349.0,31385.0,876.7616551834369
177.0,871.0,2208.0,6.0,413384.0,3442.879517699653,389380.0,24004.0,871.4929718592113
178.0,613.0,1833.0,6.0,457803.0,3653.292299651082,413177.0,44626.0,908.3347400600728
179.0,1573.0,166.0,6.0,410148.0,3430.714111737066,388004.0,22144.0,868.9309523776903
180.0,1280.0,273.0,6.0,409699.0,3440.641401312423,389127.0,20572.0,869.2468003967573
181.0,1333.0,1653.0,6.0,427133.0,3508.3120936783084,396780.0,30353.0,883.0781392379726
182.0,2281.0,1969.0,6.0,434029.0,3533.597835262033,399640.0,34389.0,888.4058757122219
183.0,338.0,755.0,6.0,432929.0,3491.212884479873,394846.0,38083.0,885.383532713366
184.0,1195.0,4490.0,6.0,417530.0,3450.807423302418,390277.0,27253.0,874.3243105392872
185.0,576.0,3682.0,6.0,414593.0,3444.640169257607,389579.0,25014.0,872.2877965442369
186.0,442.0,2091.0,6.0,432960.0,3508.779611323641,396833.0,36127.0,886.3977662426728
187.0,607.0,1305.0,6.0,442161.0,3525.570457819836,398732.0,43429.0,892.5189073627516
188.0,1822.0,4000.0,6.0,413031.0,3429.042984834601,387815.0,25216.0,870.4918150103423
189.0,1992.0,3630.0,6.0,423639.0,3458.894483848275,391191.0,32448.0,878.2738752803706
190.0,1335.0,3776.0,6.0,436097.0,3549.7918507216336,401472.0,34625.0,890.4835764908862
191.0,1278.0,4104.0,6.0,464709.0,3845.979199815651,434970.0,29739.0,922.6857536561405
192.0,1101.0,734.0,6.0,413878.0,3464.574325879867,391834.0,22044.0,873.0263455360325
193.0,190.0,4260.0,6.0,423386.0,3494.0876206394705,395172.0,28214.0,880.1420339922415
194.0,1956.0,3599.0,6.0,429189.0,3464.2560159936834,391798.0,37391.0,881.7335198346493
195.0,2113.0,4139.0,6.0,441429.0,3555.919316030672,402165.0,39264.0,893.8170953836137
196.0,1474.0,126.0,6.0,425517.0,3511.276354493395,397116.0,28401.0,882.3315703294312
197.0,2278.0,1475.0,6.0,407447.0,3430.6444814494635,387996.0,19451.0,867.3713161040085
198.0,2139.0,538.0,6.0,411039.0,3452.1602403186994,390430.0,20609.0,870.6824909230689
199.0,457.0,724.0,6.0,437712.0,3546.429702548817,401091.0,36621.0,891.2003141830685
200.0,548.0,2703.0,6.0,412493.0,3438.831013834753,388922.0,23571.0,870.7479543472956
201.0,372.0,1639.0,6.0,426369.0,3490.0192224066836,394711.0,31658.0,881.6030852940568
202.0,1299.0,3147.0,6.0,409145.0,3431.6590942116745,388111.0,21034.0,868.4083141011491
203.0,2113.0,1464.0,6.0,426591.0,3520.099506651052,398113.0,28478.0,883.4421316645477
204.0,181.0,369.0,6.0,428839.0,3500.026089453587,395843.0,32996.0,883.5722947218297
205.0,2170.0,2400.0,6.0,427291.0,3479.8333060488026,393559.0,33732.0,881.5452342336155
206.0,1041.0,2975.0,6.0,408725.0,3433.7778443915854,388351.0,20374.0,868.2891223549907
207.0,886.0,4228.0,6.0,429232.0,3485.125207906608,394158.0,35074.0,882.9467707625415
208.0,243.0,3359.0,6.0,410418.0,3437.8164010725422,388807.0,21611.0,869.4969810183356
209.0,1633.0,4366.0,6.0,412554.0,3435.0510839363205,388495.0,24059.0,870.5647592224257
210.0,2070.0,917.0,6.0,424136.0,3491.750032412808,394907.0,29229.0,880.4345517981448
211.0,2321.0,567.0,6.0,420313.0,3444.968426327734,389616.0,30697.0,875.5792368483849
212.0,2148.0,228.0,6.0,403184.0,3420.3193045163766,386829.0,16355.0,864.3101295252764
213.0,1262.0,1949.0,6.0,419158.0,3463.151878575983,391673.0,27485.0,875.9634695579491
214.0,1707.0,4102.0,6.0,409926.0,3429.7492348945716,387895.0,22031.0,868.7473740967508
215.0,2307.0,1513.0,6.0,414669.0,3448.7881449619395,390048.0,24621.0,872.5703410040935
216.0,1239.0,1664.0,6.0,430426.0,3524.1679048838387,398574.0,31852.0,885.84084349278
217.0,1306.0,4116.0,6.0,459446.0,3866.5599233942216,437297.0,22149.0,920.9533104343564
218.0,212.0,3150.0,6.0,437722.0,3591.2815549489023,406164.0,31558.0,893.7320627570659
219.0,1353.0,3817.0,6.0,425338.0,3487.2737996383485,394401.0,30937.0,880.8615101138204
220.0,1840.0,656.0,6.0,425003.0,3501.0705437676274,395961.0,29042.0,881.458450523903
221.0,1876.0,601.0,6.0,411282.0,3437.249411587777,388743.0,22539.0,869.9609186624419
222.0,574.0,1133.0,6.0,406241.0,3438.711647627434,388909.0,17332.0,867.1435867259817
223.0,1798.0,4133.0,6.0,409036.0,3441.656014074634,389242.0,19794.0,868.9240473136879
224.0,296.0,3158.0,6.0,412198.0,3444.9883206956206,389619.0,22579.0,870.9339814245394
225.0,189.0,3845.0,6.0,428396.0,3538.282958899301,400170.0,28226.0,885.4959062581826
226.0,790.0,1936.0,6.0,431387.0,3531.0215146207333,399349.0,32038.0,886.7716729801421
227.0,399.0,1522.0,6.0,414912.0,3449.036824560521,390076.0,24836.0,872.7238967737735
228.0,599.0,2645.0,6.0,415344.0,3448.688673122507,390037.0,25307.0,872.9513159392109
229.0,496.0,3058.0,6.0,423508.0,3517.771865608333,397850.0,25658.0,881.5628168202196
230.0,1872.0,3899.0,6.0,417317.0,3451.792194512799,390388.0,26929.0,874.2591149081604
231.0,690.0,1681.0,6.0,417767.0,3468.423886065902,392269.0,25498.0,875.4718727634829
232.0,1106.0,418.0,6.0,417314.0,3453.8910503248235,390625.0,26689.0,874.3780646836927
233.0,844.0,3386.0,6.0,416937.0,3470.8012630283374,392538.0,24399.0,875.1342754114936
234.0,1794.0,1481.0,6.0,410771.0,3455.5621772272884,390814.0,19957.0,870.7249852852507
235.0,505.0,3120.0,6.0,419198.0,3483.04624646247,393923.0,25275.0,877.1271287561456
236.0,1918.0,2711.0,6.0,411607.0,3450.320011289199,390222.0,21385.0,870.902405554147
237.0,1834.0,2650.0,20.0,4331519.0,9383.526765099568,11791687.0,-7460168.0,2296.705031126113
238.0,440.0,3916.0,6.0,433507.0,3582.5479274467343,405176.0,28331.0,890.8782183890231
239.0,2415.0,2609.0,6.0,404695.0,3443.128197298234,389408.0,15287.0,866.5079341817939
240.0,1606.0,311.0,6.0,414696.0,3461.878639031248,391529.0,23167.0,873.3395674077752
241.0,2020.0,1183.0,6.0,403582.0,3434.9317177290013,388481.0,15101.0,865.3895076784788
242.0,448.0,3603.0,6.0,418844.0,3483.9713345691916,394027.0,24817.0,876.9783349661495
243.0,1322.0,3917.0,6.0,416353.0,3472.5121786665754,392731.0,23622.0,874.898851296537
244.0,2274.0,1314.0,6.0,469637.0,4370.802571845119,494326.0,-24689.0,953.4348430805327
245.0,979.0,132.0,6.0,402448.0,3424.2583893579013,387274.0,15174.0,864.113418481625
246.0,1331.0,881.0,6.0,403945.0,3440.6612956803096,389129.0,14816.0,865.9318679896243
247.0,1470.0,1131.0,6.0,444147.0,3701.715191086791,418654.0,25493.0,903.4843662178112
248.0,1112.0,2761.0,6.0,414975.0,3455.6616490667207,390826.0,24149.0,873.1414547483129
249.0,2167.0,2676.0,6.0,419693.0,3462.80372713797,391633.0,28060.0,876.2488231090528
250.0,2201.0,3120.0,6.0,403346.0,3434.1757317493148,388396.0,14950.0,865.2092232518098
251.0,2363.0,858.0,6.0,412308.0,3454.597300384794,390705.0,21603.0,871.5514901599331
252.0,783.0,1737.0,6.0,410709.0,3450.6184268074962,390255.0,20454.0,870.4039292190724
253.0,518.0,1957.0,6.0,424265.0,3509.1874458653137,396879.0,27386.0,881.5026942670113
254.0,2223.0,1893.0,6.0,414605.0,3449.006983008691,390073.0,24532.0,872.5462738445451
255.0,1956.0,2517.0,6.0,411194.0,3444.28207063565,389539.0,21655.0,870.3166090567271
256.0,2246.0,1314.0,6.0,466768.0,4336.952304886262,490497.0,-23729.0,950.1399896857305
257.0,125.0,3618.0,6.0,407895.0,3439.0200103296747,388944.0,18951.0,868.1146237680829
258.0,932.0,3466.0,6.0,416315.0,3463.14193139204,391672.0,24643.0,874.3386071768763
259.0,594.0,2997.0,6.0,410047.0,3442.1334789039097,389296.0,20751.0,869.5332081065104
260.0,1196.0,2343.0,6.0,419803.0,3487.6617398121352,394445.0,25358.0,877.7362929718697
261.0,1918.0,645.0,6.0,421898.0,3511.147041102133,397101.0,24797.0,880.2709810052811
262.0,920.0,331.0,6.0,400967.0,3428.4262594301204,387745.0,13222.0,863.498697161727
263.0,743.0,3431.0,6.0,422070.0,3494.4357720774838,395211.0,26859.0,879.4140094403773
264.0,473.0,1626.0,6.0,410331.0,3447.614377256637,389916.0,20415.0,870.013218290389
265.0,363.0,2389.0,6.0,416341.0,3462.704255298537,391622.0,24719.0,874.3283136213764
266.0,2294.0,121.0,6.0,400374.0,3420.886294001142,386893.0,13481.0,862.7160598945635
267.0,1170.0,2250.0,6.0,406315.0,3435.1306614078662,388504.0,17811.0,866.9786617904733
268.0,2198.0,1060.0,20.0,4442923.0,9409.578439846922,11824425.0,-7381502.0,2321.3954854785084
269.0,1575.0,4046.0,6.0,422111.0,3496.773360304146,395475.0,26636.0,879.5709181186018
270.0,723.0,2384.0,6.0,426590.0,3511.3857735167708,397128.0,29462.0,882.9456381907099
271.0,477.0,292.0,6.0,416584.0,3485.6921973913727,394222.0,22362.0,875.7876454940433
272.0,889.0,1329.0,6.0,406514.0,3448.7284618582803,390042.0,16472.0,867.8813282932177
273.0,2129.0,2429.0,6.0,420518.0,3478.102496042678,393364.0,27154.0,877.5961485786045
274.0,2245.0,4407.0,6.0,408647.0,3443.048619826688,389399.0,19248.0,868.7807548513031
275.0,1951.0,1853.0,6.0,412009.0,3469.7767030821833,392422.0,19587.0,872.2551232294368
276.0,1030.0,4236.0,6.0,413241.0,3452.6078635961453,390480.0,22761.0,871.9719032170705
277.0,1559.0,2833.0,6.0,420168.0,3482.260418930954,393834.0,26334.0,877.6348899172139
278.0,2278.0,1439.0,6.0,401100.0,3431.6292526598445,388108.0,12992.0,863.7621200307409
279.0,2289.0,1104.0,6.0,405229.0,3432.096770305177,388161.0,17068.0,866.1760790970852
280.0,125.0,1993.0,6.0,404735.0,3436.6426333672393,388675.0,16060.0,866.1547205898032
281.0,214.0,3895.0,6.0,412829.0,3464.2261744418533,391794.0,21035.0,872.4052957198277
282.0,1801.0,2494.0,6.0,420555.0,3500.085772557246,395850.0,24705.0,878.8754177925333
283.0,1119.0,1814.0,6.0,417211.0,3488.954873724757,394591.0,22620.0,876.3326993784951
